id,name_zh,name_en,name_bn,category_group,category,parent_site,division,district,upazila_or_thana,latitude,longitude,address,description_zh,opening_hours,ticket_price,best_season,transport,contact,website,image_url,source_urls,source_type,verification_status,last_verified,notes
BD-POI-0038,,Baitul Mukarram,,宗教与考古,National mosque,,Dhaka,Dhaka,Paltan,23.7294725,90.4126170,,Baitul Mukarram位于孟加拉国Dhaka大区的Dhaka，在本数据集中归为“宗教与考古”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=23.7294725&mlon=90.412617#map=15/23.7294725/90.412617,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0039,,"Armenian Church, Dhaka",,宗教与考古,Historic church,,Dhaka,Dhaka,Bangshal,23.7124780,90.4020955,,"Armenian Church, Dhaka位于孟加拉国Dhaka大区的Dhaka，在本数据集中归为“宗教与考古”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。",,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=23.712478&mlon=90.4020955#map=15/23.712478/90.4020955,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0040,,Star Mosque,,宗教与考古,Historic mosque,,Dhaka,Dhaka,Bangshal,,,,Star Mosque位于孟加拉国Dhaka大区的Dhaka，在本数据集中归为“宗教与考古”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0041,,Curzon Hall,,历史文化,Historic architecture,,Dhaka,Dhaka,Shahbag,23.7273259,90.4019331,,Curzon Hall位于孟加拉国Dhaka大区的Dhaka，在本数据集中归为“历史文化”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=23.7273259&mlon=90.4019331#map=15/23.7273259/90.4019331,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0042,,Suhrawardy Udyan,,历史文化,Historic park,,Dhaka,Dhaka,Shahbag,23.7327140,90.3984349,,Suhrawardy Udyan位于孟加拉国Dhaka大区的Dhaka，在本数据集中归为“历史文化”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=23.732714&mlon=90.3984349#map=15/23.732714/90.3984349,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0043,,Sonargaon,,历史文化,Historic city,,Dhaka,Narayanganj,Sonargaon,23.6614824,90.4566585,,Sonargaon位于孟加拉国Dhaka大区的Narayanganj，在本数据集中归为“历史文化”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=23.6614824&mlon=90.4566585#map=15/23.6614824/90.4566585,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0044,,Panam City,,历史文化,Historic urban site,Sonargaon,Dhaka,Narayanganj,Sonargaon,23.6560211,90.6041447,,Panam City位于孟加拉国Dhaka大区的Narayanganj，在本数据集中归为“历史文化”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=23.6560211&mlon=90.6041447#map=15/23.6560211/90.6041447,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0045,,Goaldi Mosque,,宗教与考古,Historic mosque,Sonargaon,Dhaka,Narayanganj,Sonargaon,23.6565143,90.5934713,,Goaldi Mosque位于孟加拉国Dhaka大区的Narayanganj，在本数据集中归为“宗教与考古”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=23.6565143&mlon=90.5934713#map=15/23.6565143/90.5934713,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0046,,Baliati Palace,,历史文化,Palace,,Dhaka,Manikganj,Saturia,23.9947000,90.0424000,,Baliati Palace位于孟加拉国Dhaka大区的Manikganj，在本数据集中归为“历史文化”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=23.9947&mlon=90.0424#map=15/23.9947/90.0424,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0047,,Idrakpur Fort,,历史文化,Historic fort,,Dhaka,Munshiganj,Munshiganj Sadar,23.5473343,90.5340103,,Idrakpur Fort位于孟加拉国Dhaka大区的Munshiganj，在本数据集中归为“历史文化”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=23.5473343&mlon=90.5340103#map=15/23.5473343/90.5340103,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0048,,Bhawal National Park,,森林公园与保护区,National park,,Dhaka,Gazipur,Gazipur Sadar,24.0920791,90.4195134,,Bhawal National Park位于孟加拉国Dhaka大区的Gazipur，在本数据集中归为“森林公园与保护区”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=24.0920791&mlon=90.4195134#map=15/24.0920791/90.4195134,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0049,,Madhupur National Park,,森林公园与保护区,National park,,Dhaka,Tangail,Madhupur,24.6899099,90.0945101,,Madhupur National Park位于孟加拉国Dhaka大区的Tangail，在本数据集中归为“森林公园与保护区”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=24.6899099&mlon=90.0945101#map=15/24.6899099/90.0945101,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0050,,Atia Mosque,,宗教与考古,Historic mosque,,Dhaka,Tangail,Delduar,,,,Atia Mosque位于孟加拉国Dhaka大区的Tangail，在本数据集中归为“宗教与考古”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0051,,Wari-Bateshwar ruins,,历史文化,Archaeological site,,Dhaka,Narsingdi,Belabo,,,,Wari-Bateshwar ruins位于孟加拉国Dhaka大区的Narsingdi，在本数据集中归为“历史文化”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0052,,Cox's Bazar Beach,,海滩与岛屿,Sea beach,,Chattogram,Cox's Bazar,Cox's Bazar Sadar,21.4280668,91.9705337,,Cox's Bazar Beach位于孟加拉国Chattogram大区的Cox's Bazar，在本数据集中归为“海滩与岛屿”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=21.4280668&mlon=91.9705337#map=15/21.4280668/91.9705337,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0053,,Inani Beach,,海滩与岛屿,Sea beach,,Chattogram,Cox's Bazar,Ukhia,,,,Inani Beach位于孟加拉国Chattogram大区的Cox's Bazar，在本数据集中归为“海滩与岛屿”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0054,,Himchari National Park,,山地与瀑布,National park / waterfall,,Chattogram,Cox's Bazar,"Cox's Bazar Sadar, Ramu",21.3535035,92.0475261,,Himchari National Park位于孟加拉国Chattogram大区的Cox's Bazar，在本数据集中归为“山地与瀑布”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://bforest.gov.bd/pages/static-pages/6922dfd3933eb65569e242f5 | https://www.openstreetmap.org/?mlat=21.3535035&mlon=92.0475261#map=15/21.3535035/92.0475261,Bangladesh Tourism Board directory | specific authoritative source | OpenStreetMap Photon,景点级权威来源已核实；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0055,,Saint Martin's Island,,海滩与岛屿,Island / coral beach,,Chattogram,Cox's Bazar,Teknaf,20.6113055,92.3270104,,Saint Martin's Island位于孟加拉国Chattogram大区的Cox's Bazar，在本数据集中归为“海滩与岛屿”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=20.6113055&mlon=92.3270104#map=15/20.6113055/92.3270104,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0056,,Chhera Island,,海滩与岛屿,Island,Saint Martin's Island,Chattogram,Cox's Bazar,Teknaf,,,,Chhera Island位于孟加拉国Chattogram大区的Cox's Bazar，在本数据集中归为“海滩与岛屿”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0057,,Sonadia Island,,海滩与岛屿,Island / beach,,Chattogram,Cox's Bazar,Maheshkhali,21.4975174,91.8720995,,Sonadia Island位于孟加拉国Chattogram大区的Cox's Bazar，在本数据集中归为“海滩与岛屿”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=21.4975174&mlon=91.8720995#map=15/21.4975174/91.8720995,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0058,,Maheshkhali Island,,宗教与考古,Island / temple,,Chattogram,Cox's Bazar,Maheshkhali,,,,Maheshkhali Island位于孟加拉国Chattogram大区的Cox's Bazar，在本数据集中归为“宗教与考古”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0059,,Patenga Beach,,海滩与岛屿,Sea beach,,Chattogram,Chattogram,Patenga,22.2344444,91.7922552,,Patenga Beach位于孟加拉国Chattogram大区的Chattogram，在本数据集中归为“海滩与岛屿”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=22.2344444&mlon=91.7922552#map=15/22.2344444/91.7922552,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0060,,Foy's Lake,,河流湖泊与湿地,Lake,,Chattogram,Chattogram,Khulshi,22.3733736,91.7926043,,Foy's Lake位于孟加拉国Chattogram大区的Chattogram，在本数据集中归为“河流湖泊与湿地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=22.3733736&mlon=91.7926043#map=15/22.3733736/91.7926043,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0061,,Sitakunda Botanical Garden and Eco-Park,,森林公园与保护区,Eco-park,,Chattogram,Chattogram,Sitakunda,22.6027525,91.6728564,,Sitakunda Botanical Garden and Eco-Park位于孟加拉国Chattogram大区的Chattogram，在本数据集中归为“森林公园与保护区”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=22.6027525&mlon=91.6728564#map=15/22.6027525/91.6728564,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0062,,Chandranath Hill,,宗教与考古,Hill / temple,,Chattogram,Chattogram,Sitakunda,,,,Chandranath Hill位于孟加拉国Chattogram大区的Chattogram，在本数据集中归为“宗教与考古”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0063,,Khoiyachora Waterfall,,山地与瀑布,Waterfall,,Chattogram,Chattogram,Mirsharai,,,,Khoiyachora Waterfall位于孟加拉国Chattogram大区的Chattogram，在本数据集中归为“山地与瀑布”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0064,,Sajek Valley,,山地与瀑布,Hill landscape,,Chattogram,Rangamati,Baghaichhari,23.3909219,92.2855054,,Sajek Valley位于孟加拉国Chattogram大区的Rangamati，在本数据集中归为“山地与瀑布”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=23.3909219&mlon=92.2855054#map=15/23.3909219/92.2855054,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0065,,Kaptai Lake,,河流湖泊与湿地,Lake,,Chattogram,Rangamati,Kaptai,22.7595350,92.2760725,,Kaptai Lake位于孟加拉国Chattogram大区的Rangamati，在本数据集中归为“河流湖泊与湿地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=22.759535&mlon=92.2760725#map=15/22.759535/92.2760725,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0066,,Shuvolong Waterfall,,山地与瀑布,Waterfall,,Chattogram,Rangamati,Barkal,22.7131076,92.2490544,,Shuvolong Waterfall位于孟加拉国Chattogram大区的Rangamati，在本数据集中归为“山地与瀑布”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=22.7131076&mlon=92.2490544#map=15/22.7131076/92.2490544,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0067,,"Nilgiri, Bandarban",,山地与瀑布,Hill viewpoint,,Chattogram,Bandarban,Ruma,,,,"Nilgiri, Bandarban位于孟加拉国Chattogram大区的Bandarban，在本数据集中归为“山地与瀑布”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。",,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://bhdc.gov.bd/site/page/bc5994c3-24fe-438f-91e1-c76dd05d367f/,Bangladesh Tourism Board directory | specific authoritative source,景点级权威来源已核实；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0068,,Nilachal,,山地与瀑布,Hill viewpoint,,Chattogram,Bandarban,Bandarban Sadar,,,,Nilachal位于孟加拉国Chattogram大区的Bandarban，在本数据集中归为“山地与瀑布”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0069,,Boga Lake,,山地与瀑布,Mountain lake,,Chattogram,Bandarban,Ruma,21.9803262,92.4701232,,Boga Lake位于孟加拉国Chattogram大区的Bandarban，在本数据集中归为“山地与瀑布”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=21.9803262&mlon=92.4701232#map=15/21.9803262/92.4701232,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0070,喬克拉頓峰,Keokradong,কেওক্রাডং,山地与瀑布,Mountain,,Chattogram,Bandarban,Ruma,21.9499300,92.5144100,,Keokradong位于孟加拉国Chattogram大区的Bandarban，在本数据集中归为“山地与瀑布”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,https://commons.wikimedia.org/wiki/Special:FilePath/Keokradong_Top.jpg,https://beautifulbangladesh.gov.bd/ | https://www.wikidata.org/wiki/Q1515977,Bangladesh Tourism Board directory | Wikidata,旅游局目录匹配；Wikidata坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0071,,Nafakhum Waterfall,,山地与瀑布,Waterfall,,Chattogram,Bandarban,Thanchi,21.7201570,92.5336332,,Nafakhum Waterfall位于孟加拉国Chattogram大区的Bandarban，在本数据集中归为“山地与瀑布”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=21.720157&mlon=92.5336332#map=15/21.720157/92.5336332,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0072,,Amiakhum Waterfall,আমিয়াখুম জলপ্রপাত,山地与瀑布,Waterfall,,Chattogram,Bandarban,Thanchi,21.7766777,92.5488836,,Amiakhum Waterfall位于孟加拉国Chattogram大区的Bandarban，在本数据集中归为“山地与瀑布”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,https://commons.wikimedia.org/wiki/Special:FilePath/Amiakhum_Waterfall.jpg,https://beautifulbangladesh.gov.bd/ | https://www.wikidata.org/wiki/Q55232299,Bangladesh Tourism Board directory | Wikidata,旅游局目录匹配；Wikidata坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0073,班多爾班金佛寺,Buddha Dhatu Jadi,বুদ্ধ ধাতু জাদি,宗教与考古,Buddhist temple,,Chattogram,Bandarban,Bandarban Sadar,22.2231095,92.1977168,,Buddha Dhatu Jadi位于孟加拉国Chattogram大区的Bandarban，在本数据集中归为“宗教与考古”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,https://commons.wikimedia.org/wiki/Special:FilePath/Buddha_Dhatu_Jadi_05.jpg,https://beautifulbangladesh.gov.bd/ | https://www.wikidata.org/wiki/Q4984151,Bangladesh Tourism Board directory | Wikidata,旅游局目录匹配；Wikidata坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0074,,Mainamati Buddhist ruins,,历史文化,Archaeological site,,Chattogram,Cumilla,Cumilla Adarsha Sadar,,,,Mainamati Buddhist ruins位于孟加拉国Chattogram大区的Cumilla，在本数据集中归为“历史文化”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0075,舍羅般寺,Shalban Vihara,শালবন বৌদ্ধ বিহার,历史文化,Archaeological site,Mainamati Buddhist ruins,Chattogram,Cumilla,Cumilla Sadar Dakshin,23.4262340,91.1372098,,Shalban Vihara位于孟加拉国Chattogram大区的Cumilla，在本数据集中归为“历史文化”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,https://commons.wikimedia.org/wiki/Special:FilePath/Shalvan_Vihara_%2815108060312%29.jpg,https://beautifulbangladesh.gov.bd/ | https://www.wikidata.org/wiki/Q7487152,Bangladesh Tourism Board directory | Wikidata,旅游局目录匹配；Wikidata坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0076,,Mainamati War Cemetery,,博物馆与纪念地,War cemetery,,Chattogram,Cumilla,Cumilla Adarsha Sadar,23.4871131,91.1119299,,Mainamati War Cemetery位于孟加拉国Chattogram大区的Cumilla，在本数据集中归为“博物馆与纪念地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=23.4871131&mlon=91.1119299#map=15/23.4871131/91.1119299,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0077,,Nijhum Dwip,,海滩与岛屿,Island / national park,,Chattogram,Noakhali,Hatiya,22.0411779,90.9806930,,Nijhum Dwip位于孟加拉国Chattogram大区的Noakhali，在本数据集中归为“海滩与岛屿”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=22.0411779&mlon=90.980693#map=15/22.0411779/90.980693,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
